kulcsszo;csoport;idopont_utc;nyers_ertek;normalizalt_ertek;koteg_id;referenciaszo;referencia_atlag;letoltve_utc;geo
tüntetés;közélet;2026-07-22T14:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
tüntetés;közélet;2026-07-22T15:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
tüntetés;közélet;2026-07-22T16:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
tüntetés;közélet;2026-07-22T17:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
tüntetés;közélet;2026-07-22T18:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
tüntetés;közélet;2026-07-22T19:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
tüntetés;közélet;2026-07-22T20:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
tüntetés;közélet;2026-07-22T21:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-21T22:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-21T23:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T00:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T01:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T02:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T03:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T04:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T05:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T06:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T07:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T08:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T09:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T10:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T11:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T12:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T13:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T14:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T15:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T16:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T17:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T18:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T19:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T20:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
egészségügy;közélet;2026-07-22T21:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-21T22:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-21T23:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T00:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T01:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T02:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T03:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T04:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T05:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T06:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T07:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T08:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T09:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T10:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T11:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T12:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T13:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T14:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T15:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T16:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T17:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T18:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T19:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T20:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
oktatás;közélet;2026-07-22T21:00:00+00:00;0;0.0;4;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-21T22:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-21T23:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T00:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T01:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T02:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T03:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T04:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T05:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T06:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T07:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T08:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T09:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T10:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T11:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T12:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T13:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T14:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T15:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T16:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T17:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T18:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T19:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T20:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
pedagógus;közélet;2026-07-22T21:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-21T22:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-21T23:00:00+00:00;1;3.61;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T00:00:00+00:00;1;3.61;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T01:00:00+00:00;1;3.61;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T02:00:00+00:00;0;0.0;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T03:00:00+00:00;1;3.61;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T04:00:00+00:00;1;3.61;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T05:00:00+00:00;2;7.23;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T06:00:00+00:00;2;7.23;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T07:00:00+00:00;2;7.23;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T08:00:00+00:00;2;7.23;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T09:00:00+00:00;2;7.23;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T10:00:00+00:00;1;3.61;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T11:00:00+00:00;1;3.61;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T12:00:00+00:00;1;3.61;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T13:00:00+00:00;1;3.61;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T14:00:00+00:00;1;3.61;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T15:00:00+00:00;1;3.61;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T16:00:00+00:00;1;3.61;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T17:00:00+00:00;1;3.61;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T18:00:00+00:00;1;3.61;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T19:00:00+00:00;1;3.61;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T20:00:00+00:00;1;3.61;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
kórház;közélet;2026-07-22T21:00:00+00:00;1;3.61;5;időjárás;27.67;2026-07-23T17:45:50+00:00;HU
